ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a25,indicators pn electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount,,rated breaking capacity at 300 vdc: 1500 a,,time lag,,20mm,5.2mm,,,5 x 20mm,e4,1.1j,low,,,,,surface mount,,125cel,-55cel,5.2mm  x  20mm,10ms,,,1500a,1a,,250v,300v,"[['a36', 'indicators pn electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a33', 'indicators pn electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a28', 'indicators pn electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a39', 'indicators pn electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a45', 'indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount']]"
a26,indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,1a,ceramic,5 x 20mm,e4,1.1j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,1a,,250v,300v,"[['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a9', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic box ccccsapsevdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir inlineholder 5x20mm'], ['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a29', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount']]"
a27,indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,1.25a,ceramic,5 x 20mm,e4,1.86j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,1.25a,,250v,300v,"[['a29', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a32', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a30', 'indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount']]"
a28,indicators pn electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount,,rated breaking capacity at 300 vdc: 1500 a,,time lag,,20mm,5.2mm,,,5 x 20mm,e4,1.86j,low,,,,,surface mount,,125cel,-55cel,5.2mm  x  20mm,10ms,,,1500a,1.25a,,250v,300v,"[['a36', 'indicators pn electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a33', 'indicators pn electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a25', 'indicators pn electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a39', 'indicators pn electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a45', 'indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount']]"
a29,indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,1.25a,ceramic,5 x 20mm,e4,1.86j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,1.25a,,250v,300v,"[['a27', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a26', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount']]"
a30,indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,1.6a,ceramic,5 x 20mm,e4,4.35j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,1.6a,,250v,300v,"[['a31', 'indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a32', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a27', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount']]"
a31,indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,1.6a,ceramic,5 x 20mm,e4,4.35j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,1.6a,,250v,300v,"[['a30', 'indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount'], ['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a254', 'indicator red fast movement 1.6a 250v holder plastic melf 5 x 20mm ceramic ccccecsapsesemkoulvde electric indicator fast blow 1.6a 250vac 1500a ir inlineholder'], ['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a26', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount']]"
a32,indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,2a,ceramic,5 x 20mm,e4,9.2j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,2a,,250v,300v,"[['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a27', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a30', 'indicator red slow blow movement 1.6a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.6a 250vac 300vdc 1500a ir surface mount']]"
a33,indicators pn electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount,,rated breaking capacity at 300 vdc: 1500 a,,time lag,,20mm,5.2mm,,,5 x 20mm,e4,9.2j,low,,,,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,2a,,250v,300v,"[['a36', 'indicators pn electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a25', 'indicators pn electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a28', 'indicators pn electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a39', 'indicators pn electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a45', 'indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount']]"
a34,indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,2a,ceramic,5 x 20mm,e4,9.2j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,2a,,250v,300v,"[['a32', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a26', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a29', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount']]"
a35,indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,2.5a,ceramic,5 x 20mm,e4,11.7j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,2.5a,,250v,300v,"[['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a44', 'indicator red slow blow movement 5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount'], ['a32', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a27', 'indicator red slow blow movement 1.25a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount']]"
a36,indicators pn electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount,,rated breaking capacity at 300 vdc: 1500 a,,time lag,,20mm,5.2mm,,,5 x 20mm,e4,11.7j,low,,,,,surface mount,,125cel,-55cel,5.2mm  x  20mm,10ms,,,1500a,2.5a,,250v,300v,"[['a33', 'indicators pn electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a25', 'indicators pn electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a28', 'indicators pn electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a39', 'indicators pn electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a45', 'indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount']]"
a37,indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,2.5a,ceramic,5 x 20mm,e4,11.7j,low,250v,300v,2.5w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,2.5a,,250v,300v,"[['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a46', 'indicator red slow blow movement 5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount'], ['a44', 'indicator red slow blow movement 5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount'], ['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a26', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount']]"
a38,indicator red slow blow movement 3.15a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,3.15a,ceramic,5 x 20mm,e4,33.7j,low,250v,300v,4w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,3.15a,,250v,300v,"[['a40', 'indicator red slow blow movement 3.15a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a35', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a14', 'indicator red slow blow movement 3.15a 250v holder plastic 5 x 20mm ceramic bulk ccccsapseulvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir inlineholder 5x20mm'], ['a32', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a24', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount']]"
a39,indicators pn electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount,,rated breaking capacity at 300 vdc: 1500 a,,time lag,,20mm,5.2mm,,,5 x 20mm,e4,33.7j,low,,,,,surface mount,,125cel,-55cel,5.2mm  x  20mm,10ms,,,1500a,3.15a,,250v,300v,"[['a36', 'indicators pn electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a33', 'indicators pn electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a25', 'indicators pn electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount'], ['a28', 'indicators pn electric indicator time lag blow 1.25a 250vac 300vdc 1500a ir surface mount'], ['a45', 'indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount']]"
a40,indicator red slow blow movement 3.15a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount,slow blow,rated breaking capacity at 300 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,3.15a,ceramic,5 x 20mm,e4,33.7j,low,250v,300v,4w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500a,3.15a,,250v,300v,"[['a38', 'indicator red slow blow movement 3.15a 250v holder plastic melf 5 x 20mm ceramic bag cccvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir surface mount'], ['a14', 'indicator red slow blow movement 3.15a 250v holder plastic 5 x 20mm ceramic bulk ccccsapseulvdeculus electric indicator time lag blow 3.15a 250vac 300vdc 1500a ir inlineholder 5x20mm'], ['a37', 'indicator red slow blow movement 2.5a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2.5a 250vac 300vdc 1500a ir surface mount'], ['a34', 'indicator red slow blow movement 2a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 2a 250vac 300vdc 1500a ir surface mount'], ['a26', 'indicator red slow blow movement 1a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 1a 250vac 300vdc 1500a ir surface mount']]"
